entry_date,exit_date,entry_price,exit_price,exit_ema250,shares,invested,exit_value,profit,profit_pct,days_held
2023-03-03,2023-12-26,290.4,297.7,249.44157383854468,34.435261707988985,10000.0,10251.37741046832,251.3774104683198,2.5137741046831983,298
2024-08-05,2024-08-22,464.2,582.9,496.75607731276216,22.083966847195864,10251.37741046832,12872.744275230469,2621.366864762149,25.570874623007324,17
2024-09-06,2024-09-21,487.2,588.6,505.72742267254245,26.42188890646648,12872.744275230469,15551.923810346172,2679.1795351157034,20.812807881773416,15
2025-02-04,2025-07-18,572.69,729.92,630.1024212260988,27.155919974761513,15551.923810346172,19821.649107977923,4269.72529763175,27.454643873648905,164
