entry_date,exit_date,entry_price,exit_price,exit_ema250,shares,invested,exit_value,profit,profit_pct,days_held
2025-06-22 12:00:00,2025-07-23,607.62,797.09,685.1287802351563,16.45765445508706,10000,13118.231789605345,3118.2317896053446,31.182317896053448,30
