timestamp,open,high,low,close,volume,quote_volume,trades
2025-01-01 00:00:00,93576.0,94509.42,93489.03,93838.04,1840.29813,172887549.1082795,263547
2025-01-01 04:00:00,93838.04,93937.19,93500.0,93684.1,958.86153,89845071.7098618,125393
2025-01-01 08:00:00,93684.11,93756.02,92888.0,93444.64,1867.48363,174336252.7027831,252398
2025-01-01 12:00:00,93444.65,94500.0,93407.07,94432.94,2077.71092,195302233.8593933,325179
2025-01-01 16:00:00,94432.94,94823.75,93760.93,94627.07,1721.05382,162204441.4963419,287980
2025-01-01 20:00:00,94627.08,95151.15,94542.0,94591.79,1907.9181,180868645.2613387,262059
2025-01-02 00:00:00,94591.78,95516.0,94392.0,95010.33,3071.06776,291911728.4894545,421651
2025-01-02 04:00:00,95010.34,96000.0,94984.84,95822.0,2597.83185,248357003.7560842,302532
2025-01-02 08:00:00,95822.01,96876.38,95640.05,96732.99,3181.19751,306653574.5674296,342027
2025-01-02 12:00:00,96733.0,97440.91,95924.6,96455.01,6594.73113,637866982.1492428,858261
2025-01-02 16:00:00,96455.01,97777.0,96040.04,97317.74,4552.1019,441767377.8220948,1162010
2025-01-02 20:00:00,97317.74,97839.5,96666.66,96984.79,1973.55933,191855185.8969736,482598
2025-01-03 00:00:00,96984.79,97342.44,96650.0,97062.3,1301.75815,126233741.9679496,324186
2025-01-03 04:00:00,97062.3,97066.18,96280.65,96304.0,1511.25736,146051648.3560528,237406
2025-01-03 08:00:00,96304.0,96830.0,96100.01,96757.58,1875.17783,180919062.9865319,246659
2025-01-03 12:00:00,96757.57,97660.0,96472.43,97521.35,3996.57846,387704332.8630253,843336
2025-01-03 16:00:00,97521.36,98976.91,97406.54,98592.01,4583.69677,450389538.7195971,863929
2025-01-03 20:00:00,98592.02,98748.0,98067.99,98174.18,1985.36079,195312443.697635,335648
2025-01-04 00:00:00,98174.17,98314.15,97800.0,98200.0,1400.83188,137370323.2423615,240037
2025-01-04 04:00:00,98200.01,98350.04,97862.87,98271.88,1220.86223,119790484.2362363,183341
2025-01-04 08:00:00,98271.87,98306.22,97532.58,97889.39,1585.26406,155101352.4797975,236257
2025-01-04 12:00:00,97889.4,98152.02,97514.79,97657.94,1867.22331,182704783.5434363,377169
2025-01-04 16:00:00,97657.95,98350.0,97549.99,98166.26,1394.26571,136470660.8086976,270117
2025-01-04 20:00:00,98166.26,98778.43,98143.2,98220.5,1521.60932,149786147.3248311,253061
2025-01-05 00:00:00,98220.51,98391.59,98050.0,98187.96,830.57053,81556673.0700731,172949
2025-01-05 04:00:00,98187.97,98522.76,98187.96,98268.77,719.22974,70751744.7206651,132462
2025-01-05 08:00:00,98268.77,98268.78,97600.0,97641.63,1371.38309,134134897.5979888,247106
2025-01-05 12:00:00,97641.62,98281.89,97276.79,98028.98,1867.30793,182518300.4634883,425993
2025-01-05 16:00:00,98028.98,98332.54,97577.46,98079.63,1421.36695,139242129.4016306,328542
2025-01-05 20:00:00,98079.64,98836.85,98024.0,98363.61,1885.77899,185727970.7007865,378747
2025-01-06 00:00:00,98363.61,99333.0,97920.0,99037.57,3197.2233,315895449.5692382,694757
2025-01-06 04:00:00,99037.57,99892.0,99037.57,99318.7,2944.63327,293018931.2550508,433349
2025-01-06 08:00:00,99318.7,99625.69,98709.28,99259.99,2315.45844,229469043.2046417,376785
2025-01-06 12:00:00,99259.99,102468.92,98711.94,102147.95,8408.22358,845685965.4139396,1259832
2025-01-06 16:00:00,102147.95,102480.0,101250.0,101817.22,5128.12803,522864894.9332174,712827
2025-01-06 20:00:00,101817.22,102329.98,101600.05,102235.6,3269.76713,333627404.4010557,376152
2025-01-07 00:00:00,102235.6,102724.38,101512.91,101708.08,2357.41538,240463473.8654942,345085
2025-01-07 04:00:00,101708.09,102015.01,101582.79,101664.81,1492.76799,151919376.8897739,182744
2025-01-07 08:00:00,101664.81,101995.64,100472.45,100830.86,3234.87532,327699981.9331763,402272
2025-01-07 12:00:00,100830.86,100960.06,97153.5,97952.26,12652.02745,1254027026.325873,1333042
2025-01-07 16:00:00,97952.26,98347.81,96323.67,96451.98,7820.91705,761030197.8863198,1513765
2025-01-07 20:00:00,96451.99,97220.76,96181.81,96954.61,4501.87218,435281602.8165989,703654
2025-01-08 00:00:00,96954.6,97268.65,96216.83,96525.2,3503.85267,339257173.9159802,482373
2025-01-08 04:00:00,96525.2,96654.61,95250.76,95657.09,5008.27213,480489861.9277603,619633
2025-01-08 08:00:00,95657.09,96132.47,94543.86,95134.92,4080.06431,389610731.8336058,581333
2025-01-08 12:00:00,95134.92,96079.32,94624.43,95493.77,7524.11163,716981163.1537491,1397302
2025-01-08 16:00:00,95493.77,95555.25,92500.9,94243.89,10263.38282,965498563.7983087,1494081
2025-01-08 20:00:00,94243.89,95310.94,93600.0,95060.61,3324.99538,314011586.4835579,596486
2025-01-09 00:00:00,95060.61,95382.32,93422.89,94027.9,5419.68508,511797137.3708159,668839
2025-01-09 04:00:00,94027.91,94618.63,93186.38,93221.59,2824.32014,265421770.9877046,420090
2025-01-09 08:00:00,93221.59,93877.46,92750.0,93465.23,4574.38662,426677206.5098354,805632
2025-01-09 12:00:00,93465.23,94588.23,91800.0,94244.02,9108.35063,845499612.3229969,1341760
2025-01-09 16:00:00,94244.02,94685.25,91900.01,91909.59,6624.66398,617221473.140303,1388224
2025-01-09 20:00:00,91909.59,92720.67,91203.67,92552.49,5993.4304,551052686.9137421,1402616
2025-01-10 00:00:00,92552.49,93727.83,92431.73,93696.13,2928.04066,272612987.7926604,848374
2025-01-10 04:00:00,93696.13,95000.0,93500.0,94492.63,3602.28378,339244219.8414794,730052
2025-01-10 08:00:00,94492.62,95293.4,94388.5,95073.95,2846.56733,269914841.7854852,506179
2025-01-10 12:00:00,95073.95,95117.26,92206.02,93730.92,12008.10901,1124971482.3322012,1781023
2025-01-10 16:00:00,93730.93,95836.0,93177.4,95327.06,7960.59139,752651558.8508754,1279296
2025-01-10 20:00:00,95327.07,95442.15,94586.02,94726.11,2137.27207,202690252.681002,386520
2025-01-11 00:00:00,94726.1,94746.37,94106.49,94206.95,1275.83371,120445544.1985492,315820
2025-01-11 04:00:00,94206.96,94441.87,93831.73,94246.36,989.55966,93181014.707041,220752
2025-01-11 08:00:00,94246.36,94791.67,94031.22,94625.65,1009.69139,95312702.7051975,207691
2025-01-11 12:00:00,94625.66,94655.2,94307.25,94410.26,891.77961,84270107.7427817,239883
2025-01-11 16:00:00,94410.26,94708.12,93984.55,94249.26,1016.34928,95825659.6555288,226793
2025-01-11 20:00:00,94249.27,95050.94,94200.89,94599.99,1864.69065,176650965.9239118,285252
2025-01-12 00:00:00,94599.99,94699.0,94296.99,94622.4,984.48539,93045336.9799124,198430
2025-01-12 04:00:00,94622.4,94650.0,94274.01,94323.85,555.17676,52458725.9329532,126922
2025-01-12 08:00:00,94323.85,94393.57,93711.19,94255.1,1542.32088,145067614.940757,229038
2025-01-12 12:00:00,94255.1,95450.1,94173.48,95071.9,2128.13742,201693817.5011173,411980
2025-01-12 16:00:00,95071.91,95314.12,94578.54,94650.26,1321.59389,125500228.3982619,283315
2025-01-12 20:00:00,94650.26,94800.0,93800.0,94545.06,2075.15188,195513105.9053931,409178
